t_binance_ms,t_received_ns,t_sent_ns
1777485633221,1777485632854183580,1777485632854278840
1777485633221,1777485632856547162,1777485632856681630
1777485633221,1777485632856761818,1777485632857085821
1777485633221,1777485632857142564,1777485632857222949
1777485633221,1777485632857268067,1777485632857351999
1777485633221,1777485632857397807,1777485632857462529
1777485633221,1777485632857565473,1777485632857640736
1777485633221,1777485632857686346,1777485632857745552
1777485633221,1777485632857790571,1777485632857849383
1777485633221,1777485632857899623,1777485632857981782
1777485633221,1777485632858033008,1777485632858119796
1777485633221,1777485632858173189,1777485632858256136
1777485633221,1777485632858307066,1777485632858375728
1777485633221,1777485632858424393,1777485632858499557
1777485633221,1777485632858546744,1777485632858653826
1777485633221,1777485632858705544,1777485632858772926
1777485633221,1777485632858818734,1777485632858880697
1777485633221,1777485632858957438,1777485632859016938
1777485633221,1777485632859089837,1777485632859199578
1777485633221,1777485632859251100,1777485632859317102
1777485633221,1777485632859362319,1777485632859423790
1777485633221,1777485632859468317,1777485632859536192
1777485633221,1777485632859580916,1777485632859674403
1777485633221,1777485632859738337,1777485632859806802
1777485633221,1777485632859857338,1777485632859916347
1777485633221,1777485632860166270,1777485632860269805
1777485633221,1777485632860312461,1777485632860368415
1777485633221,1777485632860404273,1777485632860454120
1777485633228,1777485632864923972,1777485632865325011
1777485633228,1777485632865409534,1777485632865616900
1777485633228,1777485632866374058,1777485632866597087
1777485633228,1777485632866692939,1777485632866809576
1777485633228,1777485632866858536,1777485632866926706
1777485633228,1777485632866975272,1777485632867095456
1777485633228,1777485632867144121,1777485632867235244
1777485633228,1777485632867278490,1777485632867374342
1777485633228,1777485632867414140,1777485632867504179
1777485633228,1777485632867548214,1777485632867666329
1777485633228,1777485632867740213,1777485632867817150
1777485633228,1777485632867859116,1777485632867984915
1777485633228,1777485632868042544,1777485632868123027
1777485633228,1777485632868207649,1777485632868292467
1777485633228,1777485632868380536,1777485632868477176
1777485633228,1777485632868550074,1777485632868694097
1777485633228,1777485632868742762,1777485632868878412
1777485633228,1777485632869090310,1777485632869192171
1777485633228,1777485632869252755,1777485632869351857
1777485633228,1777485632871149787,1777485632871396262
1777485633228,1777485632871475367,1777485632871605106
1777485633228,1777485632871674458,1777485632871766172
1777485633228,1777485632871854636,1777485632871913053
1777485633228,1777485632871984769,1777485632872152928
1777485633228,1777485632872204252,1777485632872267989
1777485633228,1777485632872343547,1777485632872492201
1777485633228,1777485632872602829,1777485632872698976
1777485633233,1777485632872741237,1777485632872848023
1777485633233,1777485632872895309,1777485632872978354
1777485633233,1777485632873037067,1777485632873126810
1777485633233,1777485632873161979,1777485632873254087
1777485633233,1777485632873322848,1777485632873423526
1777485633233,1777485632873634144,1777485632873713642
1777485633233,1777485632873753047,1777485632873864069
1777485633233,1777485632873903178,1777485632874043458
1777485633233,1777485632874097147,1777485632874212898
1777485633233,1777485632874263828,1777485632874437208
1777485633233,1777485632874554732,1777485632874638072
1777485633233,1777485632874688707,1777485632874761704
1777485633233,1777485632874813127,1777485632874890754
1777485633233,1777485632874939024,1777485632875028177
1777485633233,1777485632875076448,1777485632875152104
1777485633236,1777485632875198996,1777485632875269628
1777485633236,1777485632875318293,1777485632875384000
1777485633236,1777485632875434339,1777485632875493544
1777485633236,1777485632875535806,1777485632875621117
1777485633236,1777485632875655990,1777485632875726819
1777485633236,1777485632875761594,1777485632875819420
1777485633236,1777485632875867690,1777485632875933890
1777485633236,1777485632875974772,1777485632876030431
1777485633236,1777485632876074072,1777485632876148842
1777485633236,1777485632876223218,1777485632876288235
1777485633236,1777485632876329807,1777485632876420634
1777485633236,1777485632876465555,1777485632876534907
1777485633236,1777485632876572834,1777485632876629084
1777485633236,1777485632876667602,1777485632876736757
1777485633245,1777485632881600654,1777485632881770881
1777485633245,1777485632882384902,1777485632883140386
1777485633245,1777485632883315637,1777485632883524974
1777485633245,1777485632884674305,1777485632884855861
1777485633245,1777485632884919106,1777485632884983532
1777485633245,1777485632885027074,1777485632885090515
1777485633245,1777485632885131200,1777485632885200848
1777485633245,1777485632885238381,1777485632885322214
1777485633245,1777485632885360141,1777485632885424173
1777485633245,1777485632885463972,1777485632885522192
1777485633245,1777485632885561399,1777485632885617551
1777485633245,1777485632885651931,1777485632885693897
1777485633245,1777485632885730445,1777485632885793787
1777485633245,1777485632885834867,1777485632885890427
1777485633245,1777485632885936432,1777485632885990219
1777485633245,1777485632886024698,1777485632886090897
1777485633245,1777485632886125672,1777485632886186946
1777485633245,1777485632887900452,1777485632888036496
1777485633245,1777485632888156778,1777485632888259722
1777485633245,1777485632888320504,1777485632888413597
1777485633245,1777485632888700363,1777485632889733254
1777485633245,1777485632889770196,1777485632889886341
1777485633245,1777485632889932740,1777485632890000712
1777485633245,1777485632890044649,1777485632890133703
1777485633245,1777485632890199804,1777485632890259896
1777485633245,1777485632890299399,1777485632890350428
