t_binance_ms,t_received_ns,t_sent_ns
1777485040277,1777485040305424149,1777485040305643597
1777485040277,1777485040306416602,1777485040306748716
1777485040277,1777485040307648246,1777485040307790025
1777485040277,1777485040308917777,1777485040309073315
1777485040277,1777485040310091791,1777485040310219911
1777485040277,1777485040310860110,1777485040311016247
1777485040277,1777485040311943594,1777485040312063338
1777485040277,1777485040312351582,1777485040313454408
1777485040277,1777485040314326419,1777485040314494520
1777485040277,1777485040315103114,1777485040315278194
1777485040277,1777485040316180016,1777485040316296969
1777485040277,1777485040316605055,1777485040317567697
1777485040281,1777485040318100714,1777485040318827756
1777485040480,1777485040345324492,1777485040345515325
1777485041020,1777485040884090394,1777485040884407054
1777485041113,1777485040976703942,1777485040976843627
1777485041132,1777485040995774425,1777485040995958877
1777485041153,1777485041016591792,1777485041016839854
1777485041284,1777485041146850417,1777485041147019542
1777485041417,1777485041279387890,1777485041279617736
1777485041587,1777485041449197104,1777485041449366228
1777485041694,1777485041555009062,1777485041555213425
1777485041880,1777485041740371834,1777485041740547927
1777485041880,1777485041740959539,1777485041741080982
1777485041880,1777485041741420126,1777485041741485028
1777485041880,1777485041742017785,1777485041742116631
1777485041880,1777485041742584485,1777485041742673477
1777485041987,1777485041846843566,1777485041846985316
1777485043075,1777485042928423453,1777485042928577428
1777485043356,1777485043207307662,1777485043207584256
1777485044186,1777485044031789562,1777485044031968766
1777485044310,1777485044154019111,1777485044154178976
1777485044316,1777485044160111567,1777485044160261912
1777485045097,1777485044935005489,1777485044935177950
1777485045135,1777485044972332680,1777485044972556611
1777485045472,1777485045306951434,1777485045307184070
1777485045472,1777485045307660636,1777485045307757138
1777485045585,1777485045419105720,1777485045419271874
1777485045585,1777485045419652731,1777485045419758943
1777485045585,1777485045420181511,1777485045420252253
1777485046573,1777485046398681130,1777485046398936342
1777485046573,1777485046399387070,1777485046399535564
1777485046596,1777485046419884165,1777485046420021373
1777485046742,1777485046564453281,1777485046564652460
1777485046742,1777485046565275540,1777485046565454030
1777485046742,1777485046565965145,1777485046566089187
1777485046774,1777485046595810322,1777485046596002473
1777485046895,1777485046715954285,1777485046716139407
1777485047037,1777485046856598610,1777485046856754034
1777485047183,1777485047000844009,1777485047000996166
1777485047213,1777485047030552176,1777485047030785142
1777485047847,1777485047658015360,1777485047658156030
1777485047992,1777485047801246044,1777485047801397001
1777485048116,1777485047923653096,1777485047923878875
1777485048441,1777485048245561516,1777485048245715493
1777485048526,1777485048328898919,1777485048329085468
1777485048747,1777485048546466726,1777485048546616162
1777485048966,1777485048765501063,1777485048765636286
1777485048966,1777485048766024584,1777485048766120622
1777485048966,1777485048766571992,1777485048766680466
1777485048966,1777485048767252550,1777485048767357965
1777485048966,1777485048768018881,1777485048768108404
1777485048966,1777485048768754910,1777485048768853909
1777485048966,1777485048769372692,1777485048769449286
1777485048966,1777485048769697820,1777485048770201009
1777485048966,1777485048770760557,1777485048771745022
1777485048966,1777485048772082191,1777485048772239129
1777485048966,1777485048772816839,1777485048772897676
1777485048966,1777485048773387244,1777485048773515459
1777485048966,1777485048773966829,1777485048774032367
1777485048966,1777485048774547598,1777485048775392496
1777485048966,1777485048775918682,1777485048776034856
1777485048966,1777485048776443191,1777485048776562720
1777485048966,1777485048777279206,1777485048777379883
1777485048966,1777485048777877939,1777485048777946637
1777485048966,1777485048778544679,1777485048778654239
1777485048966,1777485048779259585,1777485048779337265
1777485048966,1777485048780510450,1777485048780631460
1777485048966,1777485048780978697,1777485048781075426
1777485048966,1777485048781614543,1777485048781765855
1777485048966,1777485048782323330,1777485048782437924
1777485048966,1777485048782834118,1777485048782934697
1777485048966,1777485048783776930,1777485048783885208
1777485048966,1777485048784430148,1777485048784501609
1777485048966,1777485048785057406,1777485048785179995
1777485048966,1777485048785590403,1777485048785651993
1777485048966,1777485048786136527,1777485048786219240
1777485048966,1777485048786659555,1777485048786727857
1777485048966,1777485048787606611,1777485048787724265
1777485048966,1777485048788149379,1777485048789148156
1777485048966,1777485048789505560,1777485048789614232
1777485048966,1777485048790016250,1777485048790084553
1777485048966,1777485048790465941,1777485048790574120
1777485048966,1777485048791036741,1777485048791139097
1777485048966,1777485048791857556,1777485048791983600
1777485048966,1777485048793154417,1777485048793290035
1777485048966,1777485048793642207,1777485048793735087
1777485048966,1777485048794223569,1777485048794301248
1777485048966,1777485048794725079,1777485048794816380
1777485048966,1777485048795371387,1777485048795440775
1777485048966,1777485048795904088,1777485048796001014
1777485048966,1777485048796619981,1777485048796692824
1777485048966,1777485048797242305,1777485048797385621
1777485048966,1777485048797804123,1777485048797868477
1777485048966,1777485048798317774,1777485048798399302
1777485048966,1777485048798815533,1777485048798872979
1777485049140,1777485048935184043,1777485048935345620
1777485049999,1777485049782823668,1777485049782974994
1777485049999,1777485049783321446,1777485049783509074
1777485051071,1777485050839442534,1777485050839596152
1777485051071,1777485050840046259,1777485050840142986
1777485051073,1777485050846598502,1777485050846736739
1777485051073,1777485050847285544,1777485050847382073
1777485051073,1777485050847821630,1777485050847906821
1777485051073,1777485050848501968,1777485050848738804
1777485051073,1777485050849385618,1777485050849481063
1777485051073,1777485050850316004,1777485050850495949
1777485051073,1777485050851282084,1777485050851451577
1777485051073,1777485050852524242,1777485050852686340
1777485051073,1777485050853437669,1777485050853588625
1777485051073,1777485050854515462,1777485050854693927
1777485051073,1777485050855607256,1777485050855726759
1777485051073,1777485050856303665,1777485050856481736
1777485051073,1777485050857403150,1777485050857556177
1777485051073,1777485050858572049,1777485050858898611
1777485051073,1777485050860016238,1777485050860264807
1777485051073,1777485050861146979,1777485050861273087
1777485051073,1777485050861920197,1777485050862107438
1777485051073,1777485050862545910,1777485050862661469
1777485051073,1777485050863614139,1777485050863991184
1777485051073,1777485050864991280,1777485050865186409
1777485051073,1777485050865936259,1777485050866097568
1777485051073,1777485050867333613,1777485050867464455
1777485051073,1777485050868332329,1777485050868649426
1777485051073,1777485050869461690,1777485050869613336
1777485051073,1777485050870254431,1777485050870434474
1777485051073,1777485050871451332,1777485050871649419
1777485051073,1777485050872283020,1777485050873427072
1777485051073,1777485050873850163,1777485050874028924
1777485051073,1777485050874590153,1777485050874744560
1777485051073,1777485050875530597,1777485050875675735
1777485051073,1777485050876531383,1777485050876720497
1777485051073,1777485050877531775,1777485050877607204
1777485051073,1777485050878454766,1777485050878594088
1777485051073,1777485050879478625,1777485050879629187
1777485051073,1777485050880615578,1777485050880821947
1777485051073,1777485050881869371,1777485050882038568
1777485051073,1777485050882823125,1777485050882946769
1777485051073,1777485050883741384,1777485050883889875
1777485051073,1777485050884983049,1777485050885220773
1777485051073,1777485050886051278,1777485050886338991
1777485051073,1777485050887382077,1777485050887524356
1777485051073,1777485050888454151,1777485050888656379
1777485051073,1777485050889230919,1777485050889373198
1777485051073,1777485050890620780,1777485050890755960
1777485051073,1777485050891214054,1777485050891379110
1777485051073,1777485050893053036,1777485050893235839
1777485051073,1777485050894046329,1777485050894195608
1777485051073,1777485050894440826,1777485050894503634
1777485051073,1777485050895764822,1777485050895965078
1777485051073,1777485050897029165,1777485050897168289
1777485051073,1777485050898106958,1777485050898280789
1777485051073,1777485050898850695,1777485050898971677
1777485051073,1777485050899263729,1777485050899359864
1777485051073,1777485050900620066,1777485050900776248
1777485051073,1777485050901685435,1777485050901816967
1777485051073,1777485050902394071,1777485050902530828
1777485051073,1777485050903828301,1777485050904640072
1777485051073,1777485050905235121,1777485050905914275
1777485051073,1777485050906601416,1777485050906763120
1777485051073,1777485050907366254,1777485050907525295
1777485051073,1777485050908530321,1777485050908665994
1777485051073,1777485050909477962,1777485050909691036
1777485051073,1777485050910605844,1777485050910713219
1777485051073,1777485050911824634,1777485050912046483
1777485051073,1777485050912830054,1777485050912952614
1777485051073,1777485050913749891,1777485050913995995
1777485051073,1777485050914465231,1777485050914634329
1777485051073,1777485050915240914,1777485050916193781
1777485051073,1777485050916676328,1777485050917276504
1777485051073,1777485050917998155,1777485050918202749
1777485051073,1777485050919053073,1777485050919238736
1777485051073,1777485050919854195,1777485050919997854
1777485051073,1777485050920578015,1777485050920824317
1777485051073,1777485050921511753,1777485050921622086
1777485051073,1777485050922285465,1777485050922435336
1777485051073,1777485050923117153,1777485050923238726
1777485051073,1777485050923532257,1777485050924252134
1777485051073,1777485050924717918,1777485050924859902
1777485051073,1777485050925320954,1777485050925455739
1777485051073,1777485050926126316,1777485050926225112
1777485051073,1777485050926773918,1777485050926913338
1777485051073,1777485050927929210,1777485050928044079
1777485051073,1777485050928358907,1777485050928460859
1777485051073,1777485050928997044,1777485050929121379
1777485051073,1777485050929834648,1777485050929929107
1777485051073,1777485050930474856,1777485050930675506
1777485051073,1777485050931407707,1777485050931503842
1777485051073,1777485050932252608,1777485050932496149
1777485051073,1777485050933138328,1777485050933272029
1777485051073,1777485050933917364,1777485050934074433
1777485051073,1777485050934859977,1777485050935003833
1777485051073,1777485050935389358,1777485050936142166
1777485051073,1777485050936601345,1777485050937276161
1777485051073,1777485050937868449,1777485050938531334
1777485051073,1777485050938714533,1777485050938866968
1777485051075,1777485050942516634,1777485050942644715
1777485051075,1777485050943057946,1777485050943177547
1777485051075,1777485050943655262,1777485050943771807
1777485051075,1777485050944268651,1777485050944411916
1777485051075,1777485050945363304,1777485050945513767
1777485051075,1777485050945755533,1777485050945857781
1777485051075,1777485050946468113,1777485050946597969
1777485051075,1777485050946788759,1777485050946909149
1777485051075,1777485050947622025,1777485050947729104
1777485051075,1777485050947979547,1777485050948709875
1777485051075,1777485050949438625,1777485050950296047
1777485051075,1777485050950538307,1777485050950681473
1777485051075,1777485050951438226,1777485050951594309
1777485051075,1777485050952228502,1777485050952335680
1777485051075,1777485050952691624,1777485050952782632
1777485051075,1777485050953319605,1777485050953461195
1777485051075,1777485050954294953,1777485050954407357
1777485051075,1777485050954954979,1777485050955128613
1777485051075,1777485050955874914,1777485050955966217
1777485051075,1777485050956708475,1777485050956884574
1777485051075,1777485050957962564,1777485050958079602
1777485051075,1777485050958497270,1777485050959368990
1777485051075,1777485050959780939,1777485050960442050
1777485051075,1777485050961110457,1777485050961263976
1777485051075,1777485050962044195,1777485050962218125
1777485051075,1777485050962801243,1777485050962920746
1777485051075,1777485050963642594,1777485050964570318
1777485051075,1777485050965227386,1777485050965415317
1777485051075,1777485050965918175,1777485050966060356
1777485051075,1777485050966986207,1777485050967595355
1777485051075,1777485050968226788,1777485050968314246
1777485051075,1777485050968772931,1777485050968999612
1777485051075,1777485050969621677,1777485050969767999
1777485051075,1777485050970304578,1777485050970608068
1777485051075,1777485050971311872,1777485050971404950
1777485051075,1777485050971757444,1777485050971817787
1777485051075,1777485050972737426,1777485050972885029
1777485051075,1777485050973413622,1777485050973550873
1777485051075,1777485050974255269,1777485050974397154
1777485051075,1777485050974881771,1777485050975132411
1777485051075,1777485050975945464,1777485050976030851
1777485051075,1777485050976787209,1777485050976957293
1777485051075,1777485050977637631,1777485050977757035
1777485051075,1777485050978165041,1777485050978943682
1777485051075,1777485050979525025,1777485050979732282
1777485051075,1777485050980390730,1777485050980489330
1777485051075,1777485050981148074,1777485050981293805
1777485051075,1777485050982220050,1777485050982340144
1777485051075,1777485050982687018,1777485050983669563
1777485051075,1777485050984243709,1777485050984451853
1777485051075,1777485050984914975,1777485050985151417
1777485051075,1777485050985835304,1777485050986006473
1777485051078,1777485050987237687,1777485050987353838
1777485051078,1777485050988990986,1777485050989106939
1777485051078,1777485050989800391,1777485050989940402
1777485051078,1777485050991183546,1777485050991296739
1777485051078,1777485050992085733,1777485050992233435
1777485051078,1777485050993405391,1777485050993536331
1777485051078,1777485050994025681,1777485050994150508
1777485051078,1777485050995079810,1777485050995231062
1777485051078,1777485050996725241,1777485050996876789
1777485051078,1777485050997222972,1777485050997322065
1777485051078,1777485050998161345,1777485050999118550
1777485051078,1777485050999652665,1777485050999809635
1777485051078,1777485051000331622,1777485051000519750
1777485051078,1777485051001350649,1777485051001461968
1777485051080,1777485051002304108,1777485051002512646
1777485051080,1777485051003261609,1777485051003444511
1777485051080,1777485051004245436,1777485051004400533
1777485051080,1777485051004642103,1777485051004741787
1777485051080,1777485051005454389,1777485051005746809
1777485051080,1777485051006124580,1777485051007504383
1777485051080,1777485051007780640,1777485051008011264
1777485051080,1777485051008823377,1777485051008939872
1777485051080,1777485051009278416,1777485051010234128
1777485051080,1777485051010930041,1777485051011072358
1777485051080,1777485051011969329,1777485051012125247
1777485051080,1777485051012743892,1777485051012855163
1777485051080,1777485051013596216,1777485051013729170
1777485051080,1777485051013924905,1777485051014033811
1777485051080,1777485051014245611,1777485051014334017
1777485051080,1777485051015425146,1777485051015541049
1777485051080,1777485051015768126,1777485051015850421
1777485051080,1777485051016403722,1777485051016533424
1777485051080,1777485051017151970,1777485051017251907
1777485051080,1777485051017419159,1777485051017515943
1777485051080,1777485051018356144,1777485051019103702
1777485051080,1777485051019393757,1777485051019542086
1777485051080,1777485051020401211,1777485051020488237
1777485051080,1777485051020686337,1777485051020759959
1777485051080,1777485051020965846,1777485051021019560
1777485051080,1777485051021556698,1777485051022164797
1777485051080,1777485051023030623,1777485051023675879
1777485051080,1777485051023985546,1777485051024104899
1777485051080,1777485051024626169,1777485051024753604
1777485051080,1777485051025436804,1777485051025511707
1777485051086,1777485051025693644,1777485051026465053
1777485051086,1777485051027145395,1777485051027301608
1777485051086,1777485051027730826,1777485051027854121
1777485051086,1777485051028508444,1777485051028612816
1777485051086,1777485051028975212,1777485051029598489
1777485051086,1777485051030053035,1777485051030169037
1777485051086,1777485051030617572,1777485051030822867
1777485051086,1777485051031555839,1777485051031667406
1777485051086,1777485051032066366,1777485051032145606
1777485051086,1777485051032680970,1777485051032956339
1777485051086,1777485051033571140,1777485051033690986
1777485051086,1777485051034366006,1777485051034530597
1777485051086,1777485051035348623,1777485051035486012
1777485051086,1777485051035891280,1777485051037034842
1777485051086,1777485051037467706,1777485051037646785
1777485051086,1777485051038285732,1777485051038434061
1777485051086,1777485051039271799,1777485051039400712
1777485051086,1777485051039726839,1777485051040513228
1777485051117,1777485051041058645,1777485051041224024
1777485051117,1777485051041832222,1777485051042054567
1777485051117,1777485051042894473,1777485051043032257
1777485051117,1777485051043946672,1777485051044601093
1777485051117,1777485051045245265,1777485051045965424
1777485051117,1777485051046349896,1777485051047060593
1777485051117,1777485051047566489,1777485051048501108
1777485051117,1777485051049004737,1777485051049726670
1777485051117,1777485051050393903,1777485051050552679
1777485051117,1777485051051327439,1777485051051499422
1777485051117,1777485051052279996,1777485051052433450
1777485051117,1777485051052812305,1777485051053718934
1777485051117,1777485051054332553,1777485051054584170
1777485051117,1777485051055145553,1777485051055286687
1777485051117,1777485051056232148,1777485051056378604
1777485051117,1777485051056891596,1777485051057032631
1777485051117,1777485051057874016,1777485051057991792
1777485051117,1777485051058515132,1777485051059449062
1777485051117,1777485051060178091,1777485051060898348
1777485051117,1777485051061449186,1777485051061602245
1777485051117,1777485051062157813,1777485051062312746
1777485051117,1777485051063102979,1777485051063207942
1777485051117,1777485051063584629,1777485051063672443
1777485051117,1777485051064372891,1777485051064659496
1777485051117,1777485051065333234,1777485051065453179
1777485051117,1777485051066224883,1777485051066434022
1777485051117,1777485051067102537,1777485051067203164
1777485051117,1777485051067488882,1777485051068204803
1777485051117,1777485051068724890,1777485051068999964
1777485051117,1777485051069539073,1777485051069684149
1777485051117,1777485051070628723,1777485051070730829
1777485051117,1777485051070951400,1777485051071637853
1777485051117,1777485051072148084,1777485051072299961
1777485051117,1777485051072785455,1777485051073024950
1777485051117,1777485051073937098,1777485051074079317
1777485051117,1777485051074400712,1777485051075001025
1777485051117,1777485051075585372,1777485051075730843
1777485051117,1777485051076429812,1777485051076747561
1777485051117,1777485051077540554,1777485051077679323
1777485051117,1777485051078053052,1777485051078910108
1777485051117,1777485051079451286,1777485051079631745
1777485051117,1777485051080490180,1777485051080756482
1777485051117,1777485051081838839,1777485051081976623
1777485051117,1777485051082852404,1777485051083163057
1777485051117,1777485051084006807,1777485051084777624
1777485051117,1777485051085594369,1777485051085788133
1777485051117,1777485051086425799,1777485051086588715
1777485051117,1777485051088081465,1777485051088660786
1777485051117,1777485051089397798,1777485051090315860
1777485051117,1777485051090545499,1777485051091290001
1777485051117,1777485051091834531,1777485051092029970
1777485051117,1777485051092746187,1777485051092893432
1777485051117,1777485051093386219,1777485051093644833
1777485051117,1777485051094159796,1777485051094317783
1777485051117,1777485051094821313,1777485051094905777
1777485051117,1777485051095439367,1777485051095614405
1777485051117,1777485051096219448,1777485051096317020
1777485051117,1777485051096904915,1777485051097154660
1777485051117,1777485051097810263,1777485051097943907
1777485051117,1777485051098356173,1777485051099270884
1777485051117,1777485051100094627,1777485051100832526
1777485051117,1777485051101042059,1777485051101201624
1777485051182,1777485051103322579,1777485051103461446
1777485051316,1777485051103901209,1777485051104014550
1777485051316,1777485051104629056,1777485051104758757
1777485051316,1777485051105335022,1777485051105509863
1777485051316,1777485051106555656,1777485051106679543
1777485051316,1777485051107406896,1777485051107629636
1777485051316,1777485051108180375,1777485051108278144
1777485051316,1777485051108620631,1777485051109431364
1777485051316,1777485051110175965,1777485051110321239
1777485051316,1777485051111075301,1777485051111196921
1777485051316,1777485051111667040,1777485051111745196
1777485051316,1777485051111928907,1777485051112039981
1777485051316,1777485051112243995,1777485051113014517
1777485051316,1777485051113457828,1777485051114065730
1777485051316,1777485051114566993,1777485051115196085
1777485051316,1777485051115716369,1777485051115895152
1777485051316,1777485051116379365,1777485051116534691
1777485051316,1777485051117232379,1777485051117346016
1777485051316,1777485051117761140,1777485051118465135
1777485051316,1777485051119116205,1777485051119907621
1777485051316,1777485051120329546,1777485051120795525
1777485051316,1777485051121348432,1777485051121611482
1777485051316,1777485051122172076,1777485051122251908
1777485051316,1777485051123008336,1777485051123111328
1777485051316,1777485051123885595,1777485051123969862
1777485051316,1777485051124226998,1777485051124304464
1777485051316,1777485051124961842,1777485051125128404
1777485051316,1777485051125949486,1777485051126055238
1777485051316,1777485051126416648,1777485051126515008
1777485051316,1777485051127055398,1777485051127294696
1777485051316,1777485051127853713,1777485051127945569
1777485051316,1777485051128552387,1777485051128652422
1777485051316,1777485051129264267,1777485051129392687
1777485051316,1777485051130205096,1777485051130363576
1777485051316,1777485051130983404,1777485051131087283
1777485051316,1777485051131788322,1777485051132044473
1777485051316,1777485051132574021,1777485051132679971
1777485051468,1777485051230460838,1777485051230624937
1777485051589,1777485051349653400,1777485051349806361
1777485051589,1777485051350344189,1777485051350468371
1777485051589,1777485051350903108,1777485051350978997
1777485051589,1777485051351561964,1777485051351731385
1777485051810,1777485051575819279,1777485051575986629
1777485051810,1777485051576487498,1777485051576632772
1777485051810,1777485051576819538,1777485051576906071
1777485051810,1777485051577841775,1777485051577973645
1777485051811,1777485051578381968,1777485051579166682
1777485051811,1777485051579724912,1777485051579883983
1777485051811,1777485051580456897,1777485051580573491
1777485051811,1777485051580785192,1777485051580862658
1777485051811,1777485051582190128,1777485051582353930
1777485051811,1777485051583030527,1777485051583171858
1777485051811,1777485051584748481,1777485051584857387
1777485051811,1777485051585262458,1777485051585384965
1777485051811,1777485051585789641,1777485051585911163
1777485051811,1777485051586829225,1777485051587133669
1777485051811,1777485051588134815,1777485051588242439
1777485051811,1777485051588631741,1777485051589209879
1777485051811,1777485051589570500,1777485051590101922
1777485051811,1777485051590653350,1777485051591406132
1777485051811,1777485051591973428,1777485051592441576
1777485051811,1777485051592635241,1777485051592714383
1777485051811,1777485051593343376,1777485051593411676
1777485051811,1777485051593676106,1777485051593785012
1777485051811,1777485051594599983,1777485051594738752
1777485051811,1777485051595667951,1777485051595805734
1777485051811,1777485051596625141,1777485051596756123
1777485051811,1777485051597001236,1777485051597071507
1777485051811,1777485051597764464,1777485051597850702
1777485051811,1777485051598579041,1777485051598703716
1777485051811,1777485051599431661,1777485051600249392
1777485051811,1777485051600549795,1777485051600672597
1777485051811,1777485051601468843,1777485051601657284
1777485051811,1777485051602225665,1777485051602317028
1777485051811,1777485051602495811,1777485051602586878
1777485051811,1777485051603401356,1777485051603654747
1777485051811,1777485051604318531,1777485051604437884
1777485051811,1777485051604828369,1777485051605697645
1777485051811,1777485051606612948,1777485051606778426
1777485051811,1777485051607532981,1777485051607749117
1777485051811,1777485051608332971,1777485051608448776
1777485051811,1777485051609077080,1777485051609209639
1777485051811,1777485051609885645,1777485051609991692
1777485051811,1777485051610163478,1777485051610230990
1777485051811,1777485051611159203,1777485051611323104
1777485051811,1777485051612141328,1777485051612292219
1777485051811,1777485051612656882,1777485051613577901
1777485051811,1777485051613959811,1777485051614430126
1777485051811,1777485051614977022,1777485051615164675
1777485051811,1777485051615698067,1777485051615876161
1777485051811,1777485051616256691,1777485051616373876
1777485051811,1777485051617472101,1777485051617598648
1777485051811,1777485051617926450,1777485051618930257
1777485051811,1777485051619566840,1777485051620149905
1777485051811,1777485051620645649,1777485051620784615
1777485051811,1777485051621488808,1777485051621672026
1777485051811,1777485051622344483,1777485051622468271
1777485051811,1777485051622897193,1777485051623774354
1777485051811,1777485051624260537,1777485051624939401
1777485051811,1777485051625396411,1777485051625990811
1777485051811,1777485051626890147,1777485051627039856
1777485051811,1777485051627522886,1777485051627671313
1777485051811,1777485051628185290,1777485051628290352
1777485051811,1777485051629159924,1777485051629303227
1777485051811,1777485051629857021,1777485051629944836
1777485051811,1777485051630624882,1777485051630865953
1777485051811,1777485051631535651,1777485051631655693
1777485051811,1777485051632164940,1777485051632294740
1777485051811,1777485051632635650,1777485051632699811
1777485051811,1777485051633678091,1777485051633790940
1777485051811,1777485051634608670,1777485051634713141
1777485051811,1777485051635034537,1777485051636022476
1777485051811,1777485051636703114,1777485051636832224
1777485051811,1777485051637510200,1777485051637789610
1777485051811,1777485051638430529,1777485051638579252
1777485051811,1777485051638939085,1777485051639693838
1777485051811,1777485051640310117,1777485051640543896
1777485051811,1777485051641264942,1777485051641449441
1777485051811,1777485051642013781,1777485051642142792
1777485051811,1777485051642745274,1777485051642824711
1777485051811,1777485051643587151,1777485051643843203
1777485051811,1777485051644095214,1777485051644270252
1777485051811,1777485051645362761,1777485051645458362
1777485051811,1777485051646159598,1777485051646824269
1777485051811,1777485051647480366,1777485051648286171
1777485051811,1777485051648584603,1777485051648754417
1777485051811,1777485051649206894,1777485051649315701
1777485051811,1777485051650010235,1777485051650087209
1777485051811,1777485051650345823,1777485051650889959
1777485051811,1777485051651488794,1777485051651740509
1777485051811,1777485051652357479,1777485051652457317
1777485051811,1777485051652951385,1777485051653088085
1777485051811,1777485051653619802,1777485051653732354
1777485051811,1777485051654062029,1777485051654135848
1777485051811,1777485051654617203,1777485051654712508
1777485051811,1777485051655358847,1777485051655447352
1777485051811,1777485051655792007,1777485051655873612
1777485051811,1777485051656458551,1777485051656723769
1777485051811,1777485051657309397,1777485051657454375
1777485051811,1777485051658060601,1777485051658189908
1777485051811,1777485051658907801,1777485051658981324
1777485051811,1777485051659603517,1777485051659701878
1777485051811,1777485051660439678,1777485051660574603
1777485051811,1777485051661608076,1777485051662411516
1777485051811,1777485051663268177,1777485051663417294
1777485051811,1777485051664078812,1777485051664213343
1777485051811,1777485051664797000,1777485051664909552
1777485051811,1777485051665823968,1777485051665971212
1777485051811,1777485051666830633,1777485051666955407
1777485051813,1777485051669362868,1777485051669538300
1777485051813,1777485051669992847,1777485051670134967
1777485051813,1777485051670657913,1777485051670826741
1777485051813,1777485051671315882,1777485051671430307
1777485051813,1777485051672120504,1777485051672218470
1777485051813,1777485051673100461,1777485051673258054
1777485051813,1777485051673997826,1777485051674120037
1777485051813,1777485051674854782,1777485051675004195
1777485051813,1777485051685137178,1777485051685349273
1777485051813,1777485051685917456,1777485051686645599
1777485051813,1777485051687158590,1777485051687394142
1777485051813,1777485051687886338,1777485051687965085
1777485051813,1777485051688501730,1777485051688632516
1777485051813,1777485051689286937,1777485051689631198
1777485051813,1777485051690551428,1777485051691078612
1777485051813,1777485051691499353,1777485051691707901
1777485051813,1777485051692457923,1777485051692530658
1777485051813,1777485051693067895,1777485051693308079
1777485051813,1777485051694045485,1777485051694199235
1777485051813,1777485051694734993,1777485051695583966
1777485051849,1777485051696035951,1777485051696214438
1777485051849,1777485051696792182,1777485051696909268
1777485051849,1777485051697424329,1777485051697632876
1777485051849,1777485051698419561,1777485051698536549
1777485051849,1777485051699199643,1777485051699360588
1777485051849,1777485051700098585,1777485051700261205
1777485051849,1777485051700918090,1777485051701068489
1777485051849,1777485051701995618,1777485051702112113
1777485051849,1777485051702419415,1777485051703069500
1777485051849,1777485051703663505,1777485051703884766
1777485051849,1777485051704424270,1777485051704544707
1777485051849,1777485051705153003,1777485051705286844
1777485051849,1777485051706042385,1777485051706162625
1777485051849,1777485051706443809,1777485051706505112
1777485051849,1777485051707042348,1777485051707170473
1777485051849,1777485051707761620,1777485051707855546
1777485051849,1777485051708068528,1777485051708809088
1777485051849,1777485051709194842,1777485051709983400
1777485051849,1777485051710568141,1777485051711230940
1777485051849,1777485051711719981,1777485051711800503
1777485051849,1777485051712281266,1777485051712944064
1777485051849,1777485051713219729,1777485051713894552
1777485051849,1777485051714373442,1777485051715160719
1777485051849,1777485051715458066,1777485051715576532
1777485051849,1777485051716019055,1777485051716222970
1777485051849,1777485051716756363,1777485051716879067
1777485051849,1777485051717239787,1777485051718401188
1777485052333,1777485052083398451,1777485052083638644
1777485052333,1777485052084107798,1777485052084214397
1777485052379,1777485052128687409,1777485052128881001
1777485052379,1777485052129309368,1777485052129405327
1777485052379,1777485052129876452,1777485052129971425
1777485052379,1777485052130648556,1777485052130844021
1777485052379,1777485052131579574,1777485052131647751
1777485052379,1777485052132128432,1777485052132833937
1777485052379,1777485052133212649,1777485052133321810
1777485052381,1777485052134370363,1777485052134549572
1777485052381,1777485052135362168,1777485052135456354
1777485052381,1777485052135842554,1777485052135927380
1777485052381,1777485052136386091,1777485052136452691
1777485052382,1777485052137056128,1777485052137170609
1777485052395,1777485052146417442,1777485052146607980
1777485052395,1777485052147154966,1777485052147680868
1777485052395,1777485052148291498,1777485052148460362
1777485052395,1777485052149179856,1777485052149341627
1777485052405,1777485052153713865,1777485052153873173
1777485052405,1777485052154444788,1777485052154549516
1777485053433,1777485053166926059,1777485053167081178
1777485053433,1777485053167518366,1777485053167613604
1777485053433,1777485053168121704,1777485053168605773
1777485053433,1777485053168921822,1777485053169034295
1777485053580,1777485053311418036,1777485053311578572
1777485053585,1777485053316356032,1777485053316523954
1777485053585,1777485053317037964,1777485053317191014
1777485053585,1777485053317613331,1777485053317687886
1777485054111,1777485053834495282,1777485053834635824
1777485054847,1777485054560145164,1777485054560295512
1777485054847,1777485054560711899,1777485054560850924
1777485054847,1777485054561448575,1777485054562115345
1777485054847,1777485054562609416,1777485054562731801
1777485054847,1777485054563442583,1777485054563600709
1777485054847,1777485054564242962,1777485054564399415
1777485054847,1777485054565171438,1777485054565273738
1777485054847,1777485054565917369,1777485054566035226
1777485054847,1777485054566771607,1777485054566996390
1777485054847,1777485054567950859,1777485054568065565
1777485054849,1777485054570844297,1777485054571115357
1777485054849,1777485054571881177,1777485054572095623
1777485054849,1777485054572698394,1777485054572862329
1777485054849,1777485054573496410,1777485054573795334
1777485054851,1777485054574906157,1777485054575019386
1777485054851,1777485054577308281,1777485054577464635
1777485054851,1777485054578434070,1777485054578541982
1777485054851,1777485054579271766,1777485054579427825
1777485054851,1777485054579960886,1777485054580166175
1777485054851,1777485054581320517,1777485054581625644
1777485054851,1777485054582483623,1777485054582607682
1777485054851,1777485054583485156,1777485054584548128
1777485054851,1777485054585587568,1777485054585878713
1777485054851,1777485054586415418,1777485054586542135
1777485054851,1777485054587304706,1777485054587462833
1777485054851,1777485054588168888,1777485054588383137
1777485054851,1777485054589475745,1777485054589691667
1777485054851,1777485054590829075,1777485054591077390
